title,company,location,source,url,salary,scraped_at,posted_at,description,job_id
Senior Machine Learning Engineer,Enigma,"Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/senior-machine-learning-engineer-at-enigma-4281812740?position=2&pageNum=0&refId=p8ZHHIJYkp6QPZ3db0pnXA%3D%3D&trackingId=GF%2Blzil4w7P%2Bjh39HDJevw%3D%3D,Not specified,2025-08-08 22:50:54.704636,2025-08-08,"Senior Machine Learning Engineer | Tensorflow | Pytorch | Python | C++ | Autonomous Driving Senior Machine Learning Engineer Our client is an innovative company developing advanced AI solutions for real-time perception and decision-making in complex environments. Their technology is already being integrated into real-world applications across the mobility and automation sectors. In this role, you will: Contribute to the design and evolution of deep learning models used for environmental perception Tackle performance tuning and model integration on embedded or production-grade computing platforms Work on refining internal pipelines for data processing, model training, and evaluation Support real-world testing efforts by validating features in real-time operational scenarios What you’ll need: MSc or PhD in Computer Science, Robotics, or a related technical discipline Experience solving problems with machine learning using frameworks like TensorFlow or PyTorch Proficiency in both C++ and Python A strong team-oriented mindset and eagerness to learn Bonus experience: Work in computer vision or autonomous system projects Applied ML for 3D perception or environmental understanding Experience with mid-to-large-scale software development projects What’s on offer: Opportunity to work on cutting-edge AI technology in a highly skilled and passionate team Flat hierarchies and fast decision-making processes Flexible work schedule Competitive salary Stock options available Machine Learning Engineer | Tensorflow | Pytorch | Python | C++ | Autonomous Driving",de.linkedin.com/jobs/view/senior-machine-learning-engineer-at-enigma-4281812740
"Pharmaberater m/w/d Diabetes, HKL/Kardiologie",IQVIA,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/pharmaberater-m-w-d-diabetes-hkl-kardiologie-at-iqvia-4282191322?position=13&pageNum=0&refId=p8ZHHIJYkp6QPZ3db0pnXA%3D%3D&trackingId=BX9xGQOuXsNahxrRz1QQbA%3D%3D,Not specified,2025-08-08 22:50:54.705945,2025-08-08,"IQVIA™ – The Human Data Science Company™ – ist ein führender, globaler Anbieter von zukunftsweisender Analytik, Technologielösungen und klinischer Auftragsforschung. IQVIA unterstützt Life Science Unternehmen, Verbände, Institutionen, Kostenträger und weitere Akteure im Gesundheitswesen darin, bessere Ergebnisse in der Gesundheitsversorgung zu erzielen. Werden Sie Teil unserer Community von rund 86.000 Mitarbeiterinnen und Mitarbeitern in über 100 Ländern, die sich dafür einsetzen, das Potenzial von Human Data Science Wirklichkeit werden zu lassen! Ganz gleich, in welche Rolle Sie bei IQVIA einsteigen, es erwartet Sie ein offenes, innovationsfreudiges Umfeld, in dem Sie sich viel bewegen können. Finden Sie heraus, wie Sie Ihre Talente und Ihre Leidenschaften bei IQVIA einbringen können. Im Bereich Commercial Engagement Services (CES) arbeiten wir eng mit unseren Life Sciences-Kunden zusammen und unterstützen sie mit flexiblen Vertriebs- und Personallösungen für nachhaltigen Erfolg am Markt. Dies umfasst insbesondere die Rekrutierung, das Training und die Steuerung des Vertriebsteams in Dienstleistungsprojekten bzw. in Arbeitnehmerüberlassung. Dabei differenzieren wir uns über integrierte Projektansätze entlang des IQVIA Lösungsportfolios, die wir individuell an die Kundenbedürfnisse anpassen und aus einer Hand anbieten. Für unseren Kunden, ein renommiertes, international agierendes Familienunternehmen, suchen wir zum nächstmöglichen Zeitpunkt einen Pharmaberater (m/w/d) General Medicine / Diabetes Im Gebiet: Schwäbisch Hall, Schorndorf, Urbach, Backnang Das sind Deine Aufgaben: Durch die intensive Betreuung ausgewählter Ärzte förderst Du die Verordnung Deiner Präparate und trägst so maßgeblich zum Unternehmenserfolg bei. Du setzt als Experte auf der Basis Deines Fachwissens Beratungsstrategien erfolgreich um und überzeugst so Deine Ansprechpartner. Du findest mit Deinen Gesprächspartnern innovative Therapiekonzepte in anspruchsvollen Indikationen. (optional: zum Wohle des Patienten/für den Patienten/und trägst somit zur Gesundheit und dem Patientenwohl bei) Du führst regionale und zentrale Fortbildungsveranstaltungen in enger Abstimmung mit dem Regionalleiter und Deinem regionalen Team durch. Das bringst Du mit: Du hast idealerweise bereits erste Erfahrung im Pharma-Außendienst gesammelt, idealerweise in der Indikation Diabetes. Als durchsetzungsstarke Persönlichkeit und erfahrener Netzwerker verstehst Du es, Dich und Deine Ansprechpartner zu begeistern. Du möchtest etwas bewegen – für Dein Präparat, für Dich selbst und vor allem für betroffene Patienten. Ausgeprägte kommunikative Fähigkeiten sowie die Bereitschaft, eigenverantwortlich und ergebnisorientiert zu arbeiten. Du kannst mit digitalen Medien gut umgehen und hast solide Kenntnisse, um auch englische Fachtexte zu verstehen. Das erwartet Dich bei uns: Ein attraktives Gehaltspaket plus Kundenprämien, vielfältige Corporate Benefits, betriebliche Altersvorsorge sowie 24/7 Unfallversicherung (auch für den privaten Bereich) und exklusive private Krankenzusatzversicherungen Ein top ausgestatteter Firmenwagen verschiedener Premiumanbieter mit uneingeschränkter Privatnutzung (ohne Zuzahlung) und mit Wahlmöglichkeit des Modells Eine moderne IT-Ausstattung für Deinen modernen digitalen Arbeitsplatz Unser unbefristetes IQVIA Arbeitsverhältnis bietet Sicherheit und eine langfristige Perspektive Wir bieten u.a. tarifliche Sonderurlaubstage, Umzugszuschuss bei betrieblich bedingtem Wechsel deines Wohnorts Eine hohe Übernahmequote durch unsere Kunden ermöglicht Dir den Karrierestart bei zukunftsweisenden und führenden Unternehmen der Pharmabranche und Medizintechnik-Branche Vielfältige und individuelle Weiterentwicklungsmöglichkeiten auch innerhalb von IQVIA (z.B. Führung, Key Account Management, Projektmanagement und vieles mehr) Wir begleiten Dich während Deiner Bewerbungsphase durch individuelle Betreuung/Vorbereitung bis zur Einstellung und auch darüber hinaus während des Beschäftigungsverhältnisses Unser Kunden-Netzwerk reicht vom Start-up Unternehmen bis zum Global Player. Gemeinsam mit Dir finden wir den richtigen Job für Dich! Starte Deine Karriere mit IQVIA! Dein besonders schneller Draht zu uns: Kandidaten-Hotline: 0621-84508113 oder sende uns gerne direkt Deine Bewerbung per Mail an: Recruitment.CSMS.Germany@iqvia.com #Pharmaberater; #Biologie; #Chemie; #Pharmareferent; #BTA; #CTA; #PTA; #Oecotrophologie; #Pharmazie; #Pharma-Außendienst IQVIA is a leading global provider of clinical research services, commercial insights and healthcare intelligence to the life sciences and healthcare industries. We create intelligent connections to accelerate the development and commercialization of innovative medical treatments to help improve patient outcomes and population health worldwide. Learn more at https://jobs.iqvia.com",de.linkedin.com/jobs/view/pharmaberater-m-w-d-diabetes-hkl-kardiologie-at-iqvia-4282191322
"Pharmaberater m/w/d Diabetes, HKL/Kardiologie",IQVIA,"Stuttgart, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/pharmaberater-m-w-d-diabetes-hkl-kardiologie-at-iqvia-4282191320?position=15&pageNum=0&refId=p8ZHHIJYkp6QPZ3db0pnXA%3D%3D&trackingId=NMsl0O404Gq5BeYkT4rmWg%3D%3D,Not specified,2025-08-08 22:50:54.706175,2025-08-08,,de.linkedin.com/jobs/view/pharmaberater-m-w-d-diabetes-hkl-kardiologie-at-iqvia-4282191320
"Pharmaberater m/w/d Diabetes, HKL/Kardiologie",IQVIA,"Tübingen, Baden-Württemberg, Germany",LinkedIn,https://de.linkedin.com/jobs/view/pharmaberater-m-w-d-diabetes-hkl-kardiologie-at-iqvia-4282191321?position=16&pageNum=0&refId=p8ZHHIJYkp6QPZ3db0pnXA%3D%3D&trackingId=FC8pfCEJvlhQ7ounXp%2FZwQ%3D%3D,Not specified,2025-08-08 22:50:54.706289,2025-08-08,,de.linkedin.com/jobs/view/pharmaberater-m-w-d-diabetes-hkl-kardiologie-at-iqvia-4282191321
AI Data Analyst (all genders),Zalando,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/ai-data-analyst-all-genders-at-zalando-4280242024?position=4&pageNum=0&refId=6vg6L%2Bpx9Ul6LpxG56Rf9Q%3D%3D&trackingId=GBsr%2B2KjFq7R8qGMJRGGKA%3D%3D,Not specified,2025-08-08 22:51:42.908185,2025-08-08,,de.linkedin.com/jobs/view/ai-data-analyst-all-genders-at-zalando-4280242024
Data Engineer,Taktile,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-engineer-at-taktile-4282199619?position=8&pageNum=0&refId=6vg6L%2Bpx9Ul6LpxG56Rf9Q%3D%3D&trackingId=Fy4gSVko5oVv8Sz%2FKA0Szw%3D%3D,Not specified,2025-08-08 22:51:42.908596,2025-08-08,"About the role: Join our Optimization team at Taktile as a Data Engineer. You will build isolated, scalable data warehouse infrastructure for finance teams on AWS using Iceberg/Athena/Jupyter/Parquet. Support operational, ML/AI and visualizations tools to help customers derive value from their data. Your contributions will directly enhance our automated decisioning platform, allowing users to improve financial decision policies at scale through the use of production data. Location: Taktile operates on a hybrid model. This role is based out of our Berlin HQ. What you'll do: Build and maintain isolated, regionalized data warehouse infrastructure for use in customer facing features. Develop data tools for improving policy performance, such as training ML models on historical data and backtesting at scale. Design and develop scalable and network optimized RESTful APIs using Python on AWS, leveraging services such as Lambda, S3, SQL and Parquet. Optimize data warehouse efficiency, conduct peer code reviews, and produce technical documentation. Collaborate with cross-functional teams in an Agile environment to translate business requirements into technical solutions. Requirements: Minimum of 5 years of experience in Python and SQL Prior experience in Data Engineering/Data Viz/Machine Learning or Artificial Intelligence Fluency in English, both written and spoken, is crucial to lead communication in our globally distributed environment. Ideal, but not required: Experience in Iceberg/Athena Experience in Python, FastAPI Expertise in data engineering topics, SQL, parquet Experience with AWS services and serverless architectures. What we offer: Work with colleagues that lift you up, challenge you, celebrate you and help you grow. We come from many different backgrounds, but what we have in common is the desire to operate at the very top of our fields. If you are similarly capable, caring, and driven, you'll find yourself at home here. Make an impact and meaningfully shape an early-stage company. Experience a truly flat hierarchy and communicate directly with founding team members. Having an opinion and voicing your ideas is not only welcome but encouraged, especially when they challenge the status quo. Learn from experienced mentors and achieve tremendous personal and professional growth. Get to know and leverage our network of leading tech investors and advisors around the globe. Receive a top-of-market equity and cash compensation package. Get access to a self-development budget you can use to e.g. attend conferences, buy books or take classes. Receive a new Apple MacBook Pro, as well as meaningful home office set-up. Our stance: We're eager to meet talented and driven candidates regardless of whether they tick all the boxes. We're looking for someone who will add to our culture, not just fit within it. We strongly encourage individuals from groups traditionally underestimated and underrepresented in tech to apply We seek to actively recognize and combat racism, sexism, ableism and ageism. We embrace and support all gender identities and expressions, and celebrate love in its many forms. We won't inquire about how you identify or if you've experienced discrimination, but if you want to tell your story, we are all ears About us: Taktile is building the world's leading software platform for running critical and highly-automated decisions. Our customers use our product to catch fraudsters, prevent money laundering, and expand access to credit for small businesses, among many other use cases. Taktile is already making millions of such decisions across the globe every day. Taktile is based in Berlin, London and New York City. It was founded by machine learning and data science veterans with extensive experience building and running production ML in financial services. Our team consists of engineers, entrepreneurs, and researchers with a diverse set of backgrounds. Some of us attended top universities such as Harvard, Oxford, and Stanford and some of us have no degree at all. We have accumulated extensive work experience at leading tech companies, startups, and the enterprise software sphere. Our backers include Y Combinator, Index Ventures, and stellar angels such as the founders of Looker, GitHub, Mulesoft, Datadog and UiPath.",de.linkedin.com/jobs/view/data-engineer-at-taktile-4282199619
Principal Machine Learning Engineer (m/f/d),Thoughtworks,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/principal-machine-learning-engineer-m-f-d-at-thoughtworks-4243604823?position=15&pageNum=0&refId=6vg6L%2Bpx9Ul6LpxG56Rf9Q%3D%3D&trackingId=IhmN2Z5%2BoVcOXmoyotxZZA%3D%3D,Not specified,2025-08-08 22:51:42.909282,2025-08-08,"Principal Machine Learning Engineers at Thoughtworks use modern architectures to develop end-to-end scalable machine learning systems and applications. They use their specialized depth and breadth of knowledge to impact the achievement of client, project or service objectives and advocate for ways of working to promote and deliver excellence. They operate within the framework of functional policies, navigate through intricate challenges and apply their proficiency to contribute to the success of high-stakes projects. Their leadership extends beyond technical prowess, encompassing strategic thinking and effective collaboration to drive innovation and deliver solutions that meet and exceed organizational goals. As a Principal Machine Learning Engineer on projects, you will be leading the design of technical solutions or perhaps overseeing a program inception to build a new system and/or application. Alongside hands-on coding, as a key influencer, you will shape the trajectory of machine learning engineering initiatives, playing a pivotal role in advancing the field and ensuring impactful outcomes for the broader objectives of the company. Job responsibilities You will embrace a strategic mindset, contributing to the direction of machine learning (ML) initiatives and aligning technical solutions with broader organizational goals. You will play a pivotal role in program inception, shaping the development of new systems and applications from idea to reality, overseeing technical feasibility and resource allocation. You will leverage your deep understanding of modern architectures to lead the development of scalable and maintainable ML systems, ensuring optimal performance and efficiency. You will translate client needs into technically feasible and impactful ML applications, driving solution design and deployment within complex, high-stakes projects. You will own the development and maintenance of ML applications, including ML pipelines, model training and deployment, and monitoring and evaluation. As a key influencer, you will champion Responsible AI and effective ways of working within the team, advocating for a culture of excellence and continuous improvement. You will navigate intricate technical challenges with proficiency, employing your specialized knowledge to troubleshoot issues and guide the team towards successful resolutions. You will stay at the forefront of the evolving field of machine learning, actively seeking out and implementing new technologies and advancements to ensure Thoughtworks remains a leader in innovation. You will foster a collaborative environment, effectively leading your team through hands-on coding alongside mentorship and guidance, empowering individual growth and knowledge sharing. You will measure and analyze the impact of ML initiatives, iteratively refining approaches and ensuring solutions deliver tangible value to clients and the organization. Job Qualifications Technical Skills You have experience in developing a technical vision and strategy, keeping it relevant and aligned to the business needs. You can design and execute cross-functional requirements based on business priorities. You have experience in writing clean, maintainable and testable code, demonstrating attention to refactoring and readability of the code using Python or Shell. You have experience with distributed systems and scalable architectures to handle large-scale ML applications. You have experience with building, deploying and maintaining ML systems using relevant ML techniques and platforms, i.e.: Scikit-learn, Tensorflow, MLFlow, Kubeflow, Pytorch. You have experience with building, deploying and maintaining ML systems and experience with application of MLOps principles and CI/CD to ML. You have experience in machine learning engineering and data science, are familiar with key ML concepts, algorithms and frameworks, and understand ML model lifecycles. You have experience with designing and operating the infrastructure required to run different types of ML training and serving workloads, i.e.: on-premise vs. cloud infrastructure, infrastructure as code, monitoring, etc. You have hands-on experience with on-premise and cloud services for building and deploying ML pipelines, i.e.: Azure, AWS, GCP or Databricks and associated ML managed services. You have Pre-sales experience. Professional Skills You understand the importance of stakeholder management and can easily liaise between clients and other key stakeholders throughout projects, ensuring buy-in and gaining trust along the way. You are resilient in ambiguous situations and can adapt your role to approach challenges from multiple perspectives. You don’t shy away from risks or conflicts, instead you take them on and skillfully manage them. You are eager to coach, mentor and motivate others and you aspire to influence teammates to take positive action and accountability for their work. You enjoy influencing others and always advocate for technical excellence while being open to change when needed. You are a proven leader with a track record of encouraging teammates in their professional development and relationships. Cultivating strong partnerships comes naturally to you; You understand the importance of relationship building and how it can bring new opportunities to our business. Fluent in German and English. Other things to know Learning & Development There is no one-size-fits-all career path at Thoughtworks: however you want to develop your career is entirely up to you. But we also balance autonomy with the strength of our cultivation culture. This means your career is supported by interactive tools, numerous development programs and teammates who want to help you grow. We see value in helping each other be our best and that extends to empowering our employees in their career journeys. About Thoughtworks Thoughtworks is a dynamic and inclusive community of bright and supportive colleagues who are revolutionizing tech. As a leading technology consultancy, we’re pushing boundaries through our purposeful and impactful work. For 30+ years, we’ve delivered extraordinary impact together with our clients by helping them solve complex business problems with technology as the differentiator. Bring your brilliant expertise and commitment for continuous learning to Thoughtworks. Together, let’s be extraordinary. See here our AI policy.",de.linkedin.com/jobs/view/principal-machine-learning-engineer-m-f-d-at-thoughtworks-4243604823
Data Science Solutions Engineer (m/f/d),ZEIT Verlagsgruppe,"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/data-science-solutions-engineer-m-f-d-at-zeit-verlagsgruppe-4282303214?position=19&pageNum=0&refId=6vg6L%2Bpx9Ul6LpxG56Rf9Q%3D%3D&trackingId=pTS0Is3eOIEtcybyl1Z1IQ%3D%3D,Not specified,2025-08-08 22:51:42.909667,2025-08-08,"DIE ZEIT. DIE ZEIT ist eines der führenden Angebote für anspruchsvollen Print- und Online-Journalismus in Text und Bild, für aufwendige Datenvisualisierungen und digitales Storytelling. DIE ZEIT steht für die analytische Einordnung des Weltgeschehens, meinungsstarke Kommentare, ein exzellentes visuelles Design sowie reichweitenstarke Podcasts und Videoformate. Zu der gesamten Plattform gehören ein umfassendes Portfolio an Angeboten zur Studien- und Berufsorientierung (Berufstest, Studium-Interessentest, Suchmaschine für Studiengänge, CHE-Hochschulranking), unsere Stellenmärkte und Spiele sowie Apps. Wir ergänzen höchste journalistische Ansprüche um Produkt- und Technik-Exzellenz – und die Freude an der gemeinsamen Arbeit. Das suchen wir. Als Solutions Engineer im Team Data Science & AI entwickeln Sie KI-Anwendungen für die Millionen Leserinnen und Leser der ZEIT und die über 500 Mitarbeitenden in unserer Redaktion. Sie arbeiten unter anderem an RAG-basierten Suchfunktionen und an Assistenz-Tools, mit denen Sie unseren Journalistinnen die Arbeit erleichtern – von der schnelleren Veröffentlichung einer Nachricht bis zum automatisierten Podcast-Transkript. Sie arbeiten eng mit unseren Produkt- und Entwicklungsteams zusammen und stehen im regelmäßigen Austausch mit den redaktionellen Ressorts der ZEIT. Sie beraten und unterstützen zudem Projekte in allen Bereichen des Zeitverlags. Agil ist bei uns kein Buzzword, sondern Praxis: Wir experimentieren mit neuen Tools und evaluieren fortlaufend verschiedene technische Ansätze, um mit den Entwicklungen im KI-Bereich Schritt zu halten. Lernen ist für uns von großer Bedeutung: Wir fahren auf Konferenzen und organisieren unsere eigenen internen Weiterbildungsformate. Das bringen Sie mit. Sie haben fundierte Programmierkenntnisse in Python, unserer bevorzugten Programmiersprache. Sie sind sicher im Umgang mit (Vektor-) Datenbanken. Wir arbeiten vor allem mit PostgreSQL und OpenSearch. Sie haben Erfahrung mit Kubernetes. Sie haben zudem Erfahrung mit Machine Learning Modellen, insbesondere im Bereich Natural Language Processing. Sie kennen sich bereits mit RAG-Anwendungen aus. Wir verwenden derzeit vor allem Haystack zur Pflege unserer Such-Pipelines. Unittests und eine sorgfältige Dokumentation gehören für Sie zu gutem Code dazu. Sie haben Interesse an Journalismus und freuen sich auf die Arbeit in einer Redaktion, die hohe ethische Standards hat. Sie haben einen kritischen Blick auf Daten und Methoden. Nicht alles, was technisch möglich ist, ist auch gut. Deutsch beherrschen Sie mindestens auf dem Sprachniveau C1. Unseren Code schreiben wir auf Englisch. Das bieten wir. Sie suchen zum 1. September 2025 eine anspruchsvolle und abwechslungsreiche Tätigkeit als Data Science Solutions Engineer? Bewerben Sie sich jetzt! Die Stelle ist befristet zum 31.08.2027. Team: Sie finden bei uns ein großartiges Miteinander unter qualifizierten Kolleginnen und Kollegen – wir lernen von- und miteinander. In unserem neuen Berliner Newsroom arbeiten mehr als 200 Menschen. Mit der Redaktion der gedruckten ZEIT arbeiten wir eng zusammen. Qualität: Wir sind ein führendes Nachrichtenmedium und aktualisieren unsere Seite rund um die Uhr. Wir veröffentlichen digitale Magazine und Datenprojekte, veranstalten mehrere Festivals, arbeiten an internationalen Initiativen für Demokratie und sind das führende Medienhaus für Podcasts. Unsere Arbeit wurde vielfach national und international ausgezeichnet. Attraktiver Standort: Ihr zukünftiger Arbeitsplatz befindet sich in zentraler Innenstadtlage mit bester Anbindung an den Öffentlichen Nahverkehr – einen entsprechenden Fahrtkostenzuschuss gibt es natürlich auch. Onboarding: Um Ihnen das Ankommen und die Orientierung in den ersten Monaten zu erleichtern, begleiten wir Sie mit unserem Onboarding- und Pat:innenprogramm. Vernetzung & Entwicklung: Wir bieten allen Mitarbeitenden ausgezeichnete Möglichkeiten innerhalb unserer Verlagsgruppe. Nutzen Sie z.B. unser internes Mentoring Programm oder auch die Webinare der ZEIT Akademie oder ZEIT Sprachen. Darüber hinaus gibt es eine große Auswahl an E-Learning-Angeboten. Erste Einblicke finden Sie bei kununu, LinkedIn ,  XING oder auch auf unserer ZEIT Karriereseite. So lange diese Position auf unserer Karriereseite sichtbar ist, können Sie sich sehr gerne darauf bewerben – es gibt keine Bewerbungsfrist. Weitere Antworten zu unserem Bewerbungsprozess finden Sie in unseren FAQ. Wir kümmern uns umeinander. Die ZEIT Verlagsgruppe ist ein Arbeitgeber, der für Chancengleichheit und einen respektvollen Umgang steht. Wir setzen uns ein für faire Beschäftigungsmöglichkeiten unabhängig von ethnischer oder sozialer Herkunft, Geschlecht, Religion, Weltanschauung, Alter, sexueller Identität oder Behinderung. Unser stetiges Ziel ist es, ein wertschätzendes und anerkennendes Arbeitsumfeld für alle Beschäftigten zu schaffen.",de.linkedin.com/jobs/view/data-science-solutions-engineer-m-f-d-at-zeit-verlagsgruppe-4282303214
Senior Machine Learning Engineer - Language Capabilities (f/m/d)*,Parloa,"Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/senior-machine-learning-engineer-language-capabilities-f-m-d-at-parloa-4282181655?position=20&pageNum=0&refId=6vg6L%2Bpx9Ul6LpxG56Rf9Q%3D%3D&trackingId=KUfcKOM1f0igqeiwMCJLwA%3D%3D,Not specified,2025-08-08 22:51:42.909762,2025-08-08,,de.linkedin.com/jobs/view/senior-machine-learning-engineer-language-capabilities-f-m-d-at-parloa-4282181655
Masterarbeit (m/w/d) - Operationalisierung von Richtlinien für die Entwicklung von Softwaresystemen,German Aerospace Center (DLR),"Berlin, Berlin, Germany",LinkedIn,https://de.linkedin.com/jobs/view/masterarbeit-m-w-d-operationalisierung-von-richtlinien-f%C3%BCr-die-entwicklung-von-softwaresystemen-at-german-aerospace-center-dlr-4282319090?position=24&pageNum=0&refId=6vg6L%2Bpx9Ul6LpxG56Rf9Q%3D%3D&trackingId=4%2FAY3LSf5qTWp9P%2BU82tLA%3D%3D,Not specified,2025-08-08 22:51:42.910141,2025-08-08,"Das DLR-Institut für Softwaretechnologie versteht Software als Katalysator für Forschung und technische Fortschritte. Mit der Entwicklung hochmoderner Softwarelösungen und innovativer Forschung leisten die derzeit rund 200 Mitarbeitenden des Instituts einen wesentlichen Beitrag zu den Fortschritten in den Bereichen Luftfahrt, Raumfahrt, Energie, Verkehr und Sicherheit. Zu unseren Kompetenzfeldern zählen zuverlässige und sicherheitskritische Softwaresysteme, Künstliche Intelligenz, High-Performance Computing und Quantum Computing, Mensch-System-Interaktion und Visualisierung, Software- und Systems Engineering sowie Digitale Plattformen und Digitale Zwillinge. Das erwartet dich Die Abteilung Intelligente und Verteilte Systeme erforscht Methoden, um komplexe technische Prozesse und Systeme – von der Softwareentwicklung über automatisierte Workflows bis zur KI-gestützten Auswertung – nachvollziehbar, automatisierbar und interaktiv erfahrbar zu machen. Software Engineering-Richtlinien unterstützen die Entwicklung qualitativ hochwertiger und sicherer Softwaresysteme, indem sie als Rahmen- und Regelwerke Standards und gute Praxis für Methoden und Prozesse der Softwareentwicklung, -wartung und -evolution vorgeben. Besondere Bedeutung kommt diesen Richtlinien in der Entwicklung kritischer Raumfahrtsysteme mit komplexen Softwarekomponenten zu. Als Teil der Gruppe „Sustainable Software Engineering” arbeitest du in deiner Masterarbeit an der Entwicklung, Implementierung und Evaluation von Methoden zur Operationalisierung von Software Engineering-Richtlinien verschiedener Komplexität. Die Ergebnisse deiner Arbeit ermöglichen es, die Entwicklung von Softwaresystemen in der Raumfahrt mit innovativen Automatisierungs- und KI-Lösungen zu unterstützen, Qualitätssicherung agiler und effizienter zu gestalten, und dadurch Transferpotenziale zu optimieren. Deine Aufgaben Entwicklung einer Methode zur formalisierten, strukturierten Repräsentation von Software Engineering-Richtlinien in maschinenlesbaren Formaten Implementierung der Repräsentationsmethode für die DLR Software Engineering Guidelines Entwicklung prototypischer Validierungslogiken und Metriken zur Abbildung von Erfüllungsgraden von Richtlinien in Entwicklungsprozess- und Softwareartefakten Evaluation der Validierungslogiken und Metriken für Erfüllungsgrade der DLR Software Engineering Guidelines am Beispiel ausgewählter Softwareprojekte Das bringst du mit Studium der Informatik (z. B. mit den Schwerpunkten Software Engineering oder Systems Engineering), Data Science, Informationswissenschaften, oder eines vergleichbaren Studiengangs Gute Kenntnisse in Softwareentwicklungsprozessen und Software Engineering Kenntnisse in relevanten informationswissenschaftlichen Technologien (z. B. DSLs, deklarative Datentransformationssprachen, Rule Engines, Ontologien) Gute Kommunikationsfähigkeiten in Deutsch und Englisch, sowohl in Wort als auch in Schrift Vergütung hier: ohne Vergütung Wir freuen uns darauf, dich kennenzulernen! Fragen Zu Dieser Position (Kennziffer 2498) Beantwortet Dir Gerne Carina Haupt Tel.: +49 30 67055 248",de.linkedin.com/jobs/view/masterarbeit-m-w-d-operationalisierung-von-richtlinien-f%C3%BCr-die-entwicklung-von-softwaresystemen-at-german-aerospace-center-dlr-4282319090
